date,catalog_units,observed_articles,valid_momentum_articles,positive_velocity_articles,avg_article_velocity,median_article_velocity,avg_relative_velocity_pct,positive_velocity_share_pct
2018-10-17,51098.0,12028,11794.0,3664.0,-0.07466266140168158,-0.0714285714285714,-1.9106644785226825,31.07
2018-10-18,41184.0,12086,11838.0,4762.0,0.04513310646103349,0.0,1.1636925532386608,40.23
2018-10-19,34684.0,12139,11880.0,5063.0,0.047516835016835096,0.0,1.2680210644170506,42.62
2018-10-20,36181.0,12212,11937.0,5153.0,0.024270276092341916,0.0,0.5644996960395958,43.17
2018-10-21,33027.0,12251,12028.0,5758.0,0.06262173975010696,0.0,1.4957216619892628,47.87
2018-10-22,38755.0,12293,12086.0,6270.0,0.11392756672419066,0.0714285714285714,2.9807554375474847,51.88
2018-10-23,44047.0,12327,12139.0,6390.0,0.12407470608310843,0.0714285714285714,3.2055569029384525,52.64
2018-10-24,57165.0,12387,12212.0,6541.0,0.13724790604089598,0.0714285714285714,3.680912282646748,53.56
2018-10-25,48976.0,12444,12251.0,5905.0,0.09282041116177095,0.0,2.838714007684729,48.2
2018-10-26,49547.0,12500,12293.0,4407.0,-0.04046437577715548,0.0,-0.6939647501019474,35.85
2018-10-27,45594.0,12553,12327.0,3295.0,-0.17931601942310083,-0.0714285714285714,-4.454823169824084,26.73
2018-10-28,50289.0,12576,12387.0,2986.0,-0.21165622945715024,-0.07142857142857142,-5.546579583924442,24.11
2018-10-29,40125.0,12604,12444.0,3027.0,-0.1782385085181607,-0.07142857142857142,-4.873584667135766,24.32
2018-10-30,37751.0,12650,12500.0,3138.0,-0.16268571428571346,-0.0714285714285714,-4.361437762442876,25.1
2018-10-31,34705.0,12682,12553.0,3017.0,-0.18491311126537718,-0.07142857142857142,-5.0068886448666685,24.03
2018-11-01,37372.0,12750,12576.0,2947.0,-0.20664644674663743,-0.07142857142857142,-5.719784718320411,23.43
2018-11-02,32828.0,12819,12604.0,3558.0,-0.12933535838962656,0.0,-3.7111140094895525,28.23
2018-11-03,36408.0,12872,12650.0,4044.0,-0.0729926595143987,0.0,-2.155979162120489,31.97
2018-11-04,29360.0,12891,12682.0,3881.0,-0.07851961159799056,0.0,-2.0218584573110103,30.6
2018-11-05,27062.0,12922,12750.0,3914.0,-0.06525490196078429,0.0,-1.5210791499762295,30.7
2018-11-06,30371.0,12956,12819.0,4115.0,-0.043473415577324,0.0,-1.0542030826748345,32.1
2018-11-07,31787.0,13027,12872.0,4987.0,0.019632868685075026,0.0,0.3991153231861962,38.74
2018-11-08,28915.0,13089,12891.0,5016.0,0.027732526568924006,0.0,0.5131355344477389,38.91
2018-11-09,32182.0,13153,12922.0,3819.0,-0.053529971035001275,0.0,-1.3837961607933413,29.55
2018-11-10,31649.0,13214,12956.0,4174.0,-0.03378467781061179,0.0,-0.9201953711360905,32.22
2018-11-11,40520.0,13253,13027.0,4847.0,0.0230894077136497,0.0,0.3152846382261914,37.21
2018-11-12,23503.0,13283,13089.0,4982.0,0.03556421422568567,0.0,0.6370138089350258,38.06
2018-11-13,26161.0,13329,13153.0,4878.0,0.02189071477446756,0.0,0.3067032148270569,37.09
2018-11-14,31909.0,13394,13213.0,4252.0,-0.03399790249862149,0.0,-1.1077123686868902,32.18
2018-11-15,35081.0,13468,13251.0,4253.0,-0.021049624287115876,0.0,-0.6161309938955671,32.1
2018-11-16,34743.0,13533,13281.0,5297.0,0.07658093732184537,0.0,1.7891038827126795,39.88
2018-11-17,35609.0,13603,13326.0,5316.0,0.08313500996976914,0.0,1.8904788587861796,39.89
2018-11-18,32605.0,13628,13391.0,5931.0,0.11356774806106418,0.0,2.7149971281012357,44.29
2018-11-19,29545.0,13641,13464.0,9438.0,0.5718529836176914,0.2142857142857142,13.401093605346352,70.1
2018-11-20,36307.0,13667,13529.0,9937.0,0.6805539423249501,0.2142857142857143,16.517206346568493,73.45
2018-11-21,39208.0,13712,13598.0,7854.0,0.29843149202613817,0.07142857142857142,8.112103136052284,57.76
2018-11-22,51504.0,13787,13624.0,6183.0,0.2270992366412217,0.0,6.125434968796965,45.38
2018-11-23,130780.0,13876,13638.0,5426.0,0.06286007583851844,0.0,1.9240408856779474,39.79
2018-11-24,73061.0,13932,13664.0,3876.0,-0.12661007025761092,0.0,-2.733515717917987,28.37
2018-11-25,54513.0,13945,13710.0,3274.0,-0.19892153798061912,-0.0714285714285714,-4.413382595799458,23.88
2018-11-26,52425.0,13961,13785.0,1333.0,-0.6641691279340913,-0.2142857142857143,-15.290358858859324,9.67
2018-11-27,27355.0,14026,13873.0,1243.0,-0.7593372532462807,-0.2857142857142857,-18.02343174840119,8.96
2018-11-28,26343.0,14105,13929.0,2405.0,-0.38552659918156534,-0.1428571428571428,-9.681018674296249,17.27
2018-11-29,29045.0,14200,13943.0,3379.0,-0.3179168246226995,-0.0714285714285714,-7.952530202274239,24.23
2018-11-30,27784.0,14299,13959.0,3934.0,-0.1566065927768055,0.0,-3.8798880891807284,28.18
2018-12-01,31345.0,14359,14022.0,5325.0,0.019148480958493832,0.0,0.5650747515463705,37.98
2018-12-02,23988.0,14395,14099.0,5808.0,0.038249926539876154,0.0,1.15188781022068,41.19
2018-12-03,24650.0,14424,14192.0,5587.0,0.02203454662586569,0.0,0.8681251388743022,39.37
2018-12-04,29017.0,14463,14287.0,5600.0,0.010879020888120077,0.0,0.6319005073386341,39.2
2018-12-05,32098.0,14524,14347.0,5884.0,0.0346613030100868,0.0,1.1285744524174741,41.01
2018-12-06,33639.0,14591,14381.0,5752.0,0.03743530650560752,0.0,1.0951795824498052,40.0
2018-12-07,29748.0,14647,14410.0,5111.0,-0.0007038762763953597,0.0,0.22099860956212797,35.47
2018-12-08,33550.0,14702,14448.0,5161.0,0.002892145230185093,0.0,0.24421880023172204,35.72
2018-12-09,31074.0,14731,14507.0,4901.0,-0.010758353110321108,0.0,-0.3079933881809203,33.78
2018-12-10,27406.0,14768,14575.0,4504.0,-0.03386424895858864,0.0,-0.924738405985327,30.9
2018-12-11,28149.0,14797,14629.0,4688.0,-0.021288438815269053,0.0,-0.5826971765045079,32.05
2018-12-12,35776.0,14850,14686.0,4692.0,-0.02579716347930979,0.0,-0.6712853020942711,31.95
2018-12-13,30088.0,14923,14716.0,5255.0,2.912282064225589e-05,0.0,0.13212626235009403,35.71
2018-12-14,28333.0,14987,14754.0,6038.0,0.04806928871589295,0.0,1.4907699788319766,40.92
2018-12-15,32837.0,15052,14780.0,6345.0,0.05870867968296956,0.0,1.7955012968896193,42.93
2018-12-16,29129.0,15076,14830.0,7213.0,0.14458626336576427,0.0,3.98409420868001,48.64
2018-12-17,31841.0,15110,14902.0,7763.0,0.2247924535536938,0.0714285714285714,5.969348976960674,52.09
2018-12-18,35788.0,15135,14959.0,7674.0,0.20206182613429147,0.0714285714285714,5.413854473267382,51.3
2018-12-19,42483.0,15178,15025.0,7120.0,0.14009983361064873,0.0,3.7624037340921674,47.39
2018-12-20,55651.0,15246,15047.0,6277.0,0.059898033779870685,0.0,1.5916040659038935,41.72
2018-12-21,51709.0,15301,15078.0,3909.0,-0.09148617664335895,0.0,-2.362285835044185,25.93
2018-12-22,53709.0,15351,15102.0,2645.0,-0.2014681120759795,-0.07142857142857142,-5.076597527288613,17.51
2018-12-23,39402.0,15372,15147.0,4088.0,-0.13037470880608082,-0.07142857142857117,-3.2151986123307577,26.99
2018-12-24,35530.0,15395,15212.0,5072.0,-0.07925603846587267,0.0,-2.1374713168317228,33.34
2018-12-25,13608.0,15401,15268.0,4435.0,-0.11453927916463882,0.0,-3.2299758470261652,29.05
2018-12-26,22687.0,15414,15319.0,4265.0,-0.11166804994731042,0.0,-3.161221760427245,27.84
2018-12-27,48963.0,15436,15340.0,3884.0,-0.1058390761780587,0.0,-2.922518925544802,25.32
2018-12-28,42850.0,15482,15366.0,4040.0,-0.05241163236087116,0.0,-1.452344293849792,26.29
2018-12-29,39302.0,15529,15375.0,7112.0,0.09055516840882631,0.0,2.2206292052255714,46.26
2018-12-30,30870.0,15543,15380.0,6436.0,0.05248002972320281,0.0,1.2409442885855246,41.85
2018-12-31,22216.0,15567,15398.0,5079.0,-0.04294620822741359,0.0,-1.0493534982405959,32.98
2019-01-01,16594.0,15582,15444.0,5345.0,-0.01060976060976061,0.0,-0.2855002563445069,34.61
2019-01-02,40787.0,15607,15481.0,5654.0,0.01833122629582808,0.0,0.37188922298228094,36.52
2019-01-03,44291.0,15639,15499.0,5962.0,0.054215479339680975,0.0,1.1970394393794606,38.47
2019-01-04,40371.0,15713,15521.0,7464.0,0.16578460518928295,0.0,3.475393030577419,48.09
2019-01-05,41315.0,15775,15532.0,6788.0,0.1530802766638456,0.0,2.9426894722852137,43.7
2019-01-06,34909.0,15784,15554.0,5266.0,0.04107349510461239,0.0,0.3409240988724236,33.86
2019-01-07,32060.0,15818,15589.0,4910.0,-0.0002245172878311466,0.0,-0.517402718416997,31.5
2019-01-08,46150.0,15895,15657.0,4932.0,-0.018969151178386743,0.0,-0.7679795833721327,31.5
2019-01-09,49889.0,15958,15718.0,5087.0,-0.0087751985894243,0.0,-0.4473036900182993,32.36
2019-01-10,49693.0,16050,15739.0,5073.0,-0.004860537518266706,0.0,-0.20941466405088197,32.23
2019-01-11,39848.0,16104,15775.0,4648.0,-0.06832239076296141,0.0,-1.263425935295382,29.46
2019-01-12,41927.0,16167,15848.0,4701.0,-0.10056248647869004,0.0,-1.9833619479077191,29.66
2019-01-13,36569.0,16182,15910.0,4407.0,-0.11006105773547582,0.0,-2.4545463568958974,27.7
2019-01-14,33218.0,16212,15998.0,4203.0,-0.10758041183719326,0.0,-2.4686975981666843,26.27
2019-01-15,32723.0,16249,16052.0,4816.0,-0.06207059200455652,0.0,-1.41226323092017,30.0
2019-01-16,43796.0,16286,16116.0,4911.0,-0.054555366450377625,0.0,-1.2175092786309705,30.47
2019-01-17,33654.0,16342,16135.0,4911.0,-0.03338793217937942,0.0,-0.7491771237988645,30.44
2019-01-18,33349.0,16387,16162.0,5292.0,-0.004817296303498518,0.0,-0.09514870660621068,32.74
2019-01-19,35988.0,16434,16188.0,5071.0,-0.029338310565145246,0.0,-0.648871550997586,31.33
2019-01-20,31832.0,16457,16224.0,5526.0,-0.011649408284023666,0.0,-0.2235732673037982,34.06
2019-01-21,32078.0,16477,16274.0,6596.0,0.060626942186485,0.0,1.4671708827402237,40.53
2019-01-22,34339.0,16506,16320.0,6880.0,0.07288602941176468,0.0,1.7835081018926218,42.16
2019-01-23,37371.0,16552,16365.0,6558.0,0.0526035528785299,0.0,1.3287333336489766,40.07
2019-01-24,39493.0,16609,16394.0,5683.0,0.018870144129385303,0.0,0.5078935558152106,34.67
2019-01-25,43674.0,16672,16413.0,6059.0,0.027090894848160414,0.0,0.8177808213536208,36.92
2019-01-26,44906.0,16732,16439.0,6057.0,0.016315730014860138,0.0,0.5965621403591854,36.85
2019-01-27,37760.0,16759,16490.0,5297.0,-0.03199341592307037,0.0,-0.6546887034852549,32.12
2019-01-28,33196.0,16786,16552.0,5230.0,-0.05106417869225984,0.0,-0.8817783437023531,31.6
2019-01-29,41919.0,16864,16617.0,5347.0,-0.05374014563398926,0.0,-0.8902691194727014,32.18
2019-01-30,36114.0,16929,16669.0,5794.0,-0.01719187885124648,0.0,0.06460587521437432,34.76
2019-01-31,35763.0,17020,16701.0,5631.0,-0.00795504118658422,0.0,0.20445606026000096,33.72
2019-02-01,38252.0,17085,16727.0,4534.0,-0.05915158554603775,0.0,-1.5224050805874694,27.11
2019-02-02,40577.0,17162,16802.0,4676.0,-0.05499345316033806,0.0,-1.5725566299005889,27.83
2019-02-03,41192.0,17184,16850.0,5357.0,-0.015171682916490018,0.0,-0.5503118821347055,31.79
2019-02-04,31242.0,17228,16935.0,5131.0,-0.026293812476274922,0.0,-0.9671372647408712,30.3
2019-02-05,33347.0,17309,16993.0,5009.0,-0.03976006927222141,0.0,-1.3723531928714643,29.48
2019-02-06,34980.0,17368,17065.0,4685.0,-0.052392114185258236,0.0,-1.8224580517019466,27.45
2019-02-07,36837.0,17418,17097.0,4355.0,-0.04812456654885164,0.0,-1.6434554930239818,25.47
2019-02-08,34339.0,17469,17141.0,4848.0,-0.022719127905523093,0.0,-0.66326647132031,28.28
2019-02-09,38515.0,17497,17215.0,4879.0,-0.03399858927015484,0.0,-0.7779283241194888,28.34
2019-02-10,34368.0,17507,17272.0,4650.0,-0.05058558856613505,0.0,-1.098780992987332,26.92
2019-02-11,30464.0,17564,17339.0,5090.0,-0.02978833842782166,0.0,-0.6908469251155315,29.36
2019-02-12,32109.0,17639,17390.0,5396.0,-0.0027068101536186794,0.0,-0.2144418080806209,31.03
2019-02-13,30762.0,17690,17422.0,5059.0,-0.02091772307591387,0.0,-0.6314109225640128,29.04
2019-02-14,31601.0,17751,17442.0,4735.0,-0.031340606418005894,0.0,-0.735997087306855,27.15
2019-02-15,35423.0,17824,17500.0,4937.0,-0.017314285714285664,0.0,-0.42597593158420993,28.21
2019-02-16,40133.0,17869,17564.0,5966.0,0.02717002309919642,0.0,0.4847352876228628,33.97
2019-02-17,31207.0,17892,17617.0,7858.0,0.1185178277475484,0.0,2.602426924632663,44.6
2019-02-18,29414.0,17956,17663.0,8782.0,0.1733567344165772,0.0,3.9651730293506158,49.72
2019-02-19,31497.0,18013,17717.0,9014.0,0.19897354437626563,0.0714285714285714,4.7548851405611545,50.88
2019-02-20,40735.0,18060,17744.0,7661.0,0.10712272961483914,0.0,2.658730456827209,43.18
2019-02-21,54764.0,18140,17768.0,5934.0,0.018379751720589223,0.0,0.5171166800222338,33.4
2019-02-22,59866.0,18193,17829.0,6586.0,0.048540499827728546,0.0,1.266552931223725,36.94
2019-02-23,70516.0,18252,17877.0,6155.0,0.02477644858916884,0.0,0.6522311286655462,34.43
2019-02-24,32180.0,18242,17921.0,4569.0,-0.07181120313757978,0.0,-1.734187135644764,25.5
2019-02-25,37038.0,18317,17993.0,3537.0,-0.15528260990385145,-0.07142857142857117,-3.771321238735127,19.66
2019-02-26,40355.0,18364,18053.0,3015.0,-0.2178545710645653,-0.07142857142857142,-5.316829926022211,16.7
2019-02-27,42841.0,18409,18127.0,3713.0,-0.13371529446996946,0.0,-3.2879430571368577,20.48
2019-02-28,38815.0,18450,18145.0,4455.0,-0.038397039719718126,0.0,-1.0676389046262023,24.55
2019-03-01,39962.0,18511,18221.0,3954.0,-0.06904513630269592,0.0,-1.8904387181092994,21.7
2019-03-02,38400.0,18549,18267.0,5242.0,-0.021623692998302954,0.0,-0.4097270041194141,28.7
2019-03-03,33346.0,18550,18315.0,5893.0,0.019780819780819754,0.0,0.8326971271859421,32.18
2019-03-04,29009.0,18607,18365.0,5524.0,-0.005130099957216753,0.0,0.07913644186241026,30.08
2019-03-05,33219.0,18657,18432.0,5347.0,-0.017558748759920608,0.0,-0.3088627869575049,29.01
2019-03-06,47142.0,18726,18478.0,5560.0,0.004329472886676066,0.0,0.30098353444193754,30.09
2019-03-07,42418.0,18786,18485.0,5468.0,0.019343869546736694,0.0,0.6838788652218093,29.58
2019-03-08,37942.0,18873,18543.0,5379.0,0.01253842420320338,0.0,0.5169434638080007,29.01
2019-03-09,38762.0,18925,18592.0,5135.0,-0.023650725350381156,0.0,-0.5557655932876354,27.62
2019-03-10,37637.0,18941,18660.0,4865.0,-0.05034451079467146,0.0,-1.3521874480364648,26.07
2019-03-11,33906.0,19010,18712.0,4846.0,-0.03995526171135422,0.0,-0.978870803308465,25.9
2019-03-12,35757.0,19079,18802.0,6268.0,0.019249471940674986,0.0,0.6575912996515287,33.34
2019-03-13,42966.0,19172,18851.0,6369.0,0.027084580583068764,0.0,0.7392744870245899,33.79
2019-03-14,37301.0,19231,18869.0,4791.0,-0.027743918596639907,0.0,-0.7552344348702852,25.39
2019-03-15,35597.0,19296,18937.0,4731.0,-0.03402258616917754,0.0,-0.9343688158511971,24.98
2019-03-16,49030.0,19344,18989.0,5167.0,-0.0322893705378303,0.0,-1.0288002322676886,27.21
2019-03-17,37648.0,19361,19073.0,5419.0,-0.023986787605515703,0.0,-0.9011897509234678,28.41
2019-03-18,29630.0,19422,19118.0,5897.0,0.012811411833276075,0.0,-0.1329705497162934,30.85
2019-03-19,34112.0,19473,19192.0,5556.0,-0.014935538617281027,0.0,-0.9561698971348701,28.95
2019-03-20,39625.0,19508,19232.0,5376.0,-0.0355137271214642,0.0,-1.3833789332297899,27.95
2019-03-21,39397.0,19607,19253.0,5875.0,0.010885131074192493,0.0,-0.04931270802815683,30.51
2019-03-22,42062.0,19667,19314.0,6325.0,0.04752659063003891,0.0,0.8535140236564466,32.75
2019-03-23,42209.0,19734,19358.0,6300.0,0.04751450120289882,0.0,0.9139247674077651,32.54
2019-03-24,38747.0,19753,19402.0,6166.0,0.032964201039657075,0.0,0.6058787243864697,31.78
2019-03-25,35710.0,19837,19504.0,6000.0,0.015498652291105147,0.0,0.19385694813444024,30.76
2019-03-26,44955.0,19910,19581.0,5900.0,0.012818548593023876,0.0,0.19425366173121125,30.13
2019-03-27,46575.0,19965,19651.0,5954.0,0.01698932079065406,0.0,0.3222607985380244,30.3
2019-03-28,44882.0,20055,19681.0,5868.0,0.01987776463158808,0.0,0.38756301845786584,29.82
2019-03-29,45322.0,20134,19764.0,5428.0,-0.009107468123861586,0.0,-0.2627821621236336,27.46
2019-03-30,47275.0,20226,19837.0,5045.0,-0.04563262013985413,0.0,-1.019935948314629,25.43
2019-03-31,43665.0,20270,19895.0,5088.0,-0.04500053854162926,0.0,-0.983722975964319,25.57
2019-04-01,42177.0,20329,19983.0,4820.0,-0.05298074792144743,0.0,-1.1448156737600366,24.12
2019-04-02,40619.0,20376,20059.0,8541.0,0.18581612813628437,0.0,3.9836249347515693,42.58
2019-04-03,42941.0,20446,20143.0,8468.0,0.19576811511975092,0.0,4.170512829641661,42.04
2019-04-04,40916.0,20510,20192.0,4318.0,-0.06263796128594037,0.0,-1.4096987338199871,21.38
2019-04-05,38706.0,20592,20251.0,4523.0,-0.05410667550808788,0.0,-1.2616343461498096,22.33
2019-04-06,114840.0,20706,20304.0,5165.0,-0.029308088483620504,0.0,-0.7101903454728934,25.44
2019-04-07,38989.0,20716,20372.0,5112.0,-0.03325993660766876,0.0,-0.8055572626224714,25.09
2019-04-08,32991.0,20782,20428.0,5179.0,-0.023738426249685415,0.0,-0.5738964994498709,25.35
2019-04-09,38052.0,20854,20515.0,3144.0,-0.26182235994568565,0.0,-5.688418179369755,15.33
2019-04-10,41494.0,20917,20635.0,3183.0,-0.2627193741562538,0.0,-5.723793912220217,15.43
2019-04-11,39482.0,20988,20655.0,5843.0,0.007756682920081608,0.0,0.17388065265445224,28.29
2019-04-12,40089.0,21039,20716.0,6209.0,0.02313946432019428,0.0,0.526042480663122,29.97
2019-04-13,42892.0,21097,20784.0,6213.0,0.005533102386451126,0.0,0.24676362260990753,29.89
2019-04-14,40321.0,21113,20841.0,6570.0,0.009222891690143733,0.0,0.3982660080961284,31.52
2019-04-15,39888.0,21203,20897.0,7141.0,0.03638936552751937,0.0,0.8764605953009139,34.17
2019-04-16,43062.0,21285,20945.0,7087.0,0.04892746308358616,0.0,1.10309689427531,33.84
2019-04-17,43135.0,21361,20985.0,5412.0,-0.017798427448177244,0.0,-0.4533282395539659,25.79
2019-04-18,45092.0,21422,21009.0,4198.0,-0.04152982055309641,0.0,-0.9524173819981813,19.98
2019-04-19,50622.0,21471,21098.0,6232.0,0.048061427623471605,0.0,0.9045494855015488,29.54
2019-04-20,52827.0,21488,21175.0,8018.0,0.14837915331421825,0.0,2.8259058827988293,37.87
2019-04-21,31154.0,21469,21242.0,8268.0,0.1486643711245914,0.0,2.8142044578508036,38.92
2019-04-22,43235.0,21542,21297.0,7005.0,0.04625399955728164,0.0,0.7508595039774547,32.89
2019-04-23,59241.0,21610,21357.0,4641.0,-0.08570960340871799,0.0,-1.9065339060479132,21.73
2019-04-24,77191.0,21682,21390.0,5189.0,-0.053603152340880096,0.0,-1.0557459026761364,24.26
2019-04-25,61146.0,21725,21391.0,7429.0,0.036323687532139784,0.0,0.7815069833546447,34.73
2019-04-26,52568.0,21747,21459.0,7644.0,0.0003328606711802522,0.0,-0.029599541768575884,35.62
2019-04-27,28086.0,21753,21412.0,7107.0,-0.037245469830001716,0.0,-0.8931650944588144,33.19
2019-04-28,43033.0,21761,21418.0,6511.0,-0.023848431893067245,0.0,-0.7395518788718131,30.4
2019-04-29,46351.0,21799,21433.0,6623.0,0.0067052809086122255,0.0,-0.01887872195958932,30.9
2019-04-30,60294.0,21840,21446.0,7515.0,0.06669908474440762,0.0,1.2784572264399106,35.04
2019-05-01,69936.0,21771,21443.0,7217.0,0.05464653799774801,0.0,1.0734876983427746,33.66
2019-05-02,66284.0,21749,21442.0,4927.0,-0.04752355190747141,0.0,-1.0330229917469445,22.98
2019-05-03,53759.0,21764,21462.0,4222.0,-0.09749457512946416,0.0,-2.122551968875443,19.67
2019-05-04,50441.0,21774,21490.0,3627.0,-0.15965565379246313,0.0,-3.2880369561392655,16.88
2019-05-05,40288.0,21774,21528.0,3409.0,-0.19633566916175738,0.0,-3.865917649655792,15.84
2019-05-06,37897.0,21862,21571.0,3663.0,-0.1512248587720298,0.0,-2.993281992214841,16.98
2019-05-07,42305.0,21929,21613.0,4558.0,-0.08585110812936608,0.0,-1.7541291754168507,21.09
2019-05-08,42634.0,21964,21630.0,4713.0,-0.06824846443431695,0.0,-1.4345664824940216,21.79
2019-05-09,37398.0,22013,21646.0,4796.0,-0.04860680297250552,0.0,-0.9765301191273602,22.16
2019-05-10,40322.0,22049,21746.0,5357.0,-0.02811354469130612,0.0,-0.5193755741806881,24.63
2019-05-11,40905.0,22110,21822.0,5431.0,-0.02636592167799215,0.0,-0.5274507353546081,24.89
2019-05-12,32127.0,22124,21866.0,9214.0,0.15561667820883088,0.0,3.2377569737558916,42.14
2019-05-13,34261.0,22182,21895.0,9544.0,0.16425798453658816,0.0,3.389687197357355,43.59
2019-05-14,39747.0,22229,21923.0,6110.0,0.004284476186131983,0.0,-0.02727680161928393,27.87
2019-05-15,39426.0,22265,21979.0,6363.0,0.018423430157358013,0.0,0.24571385728154663,28.95
2019-05-16,93914.0,22396,22005.0,6561.0,0.024838510728081364,0.0,0.3953807248783303,29.82
2019-05-17,39868.0,22403,22056.0,6598.0,0.020454427690554028,0.0,0.3433242884150003,29.91
2019-05-18,46082.0,22412,22083.0,7436.0,0.026125461732037024,0.0,0.6790291923482126,33.67
2019-05-19,35897.0,22403,22092.0,5546.0,-0.12223881948216532,0.0,-2.321075227470423,25.1
2019-05-20,41606.0,22488,22193.0,5968.0,-0.09980624521245433,0.0,-1.8341121617119018,26.89
2019-05-21,42264.0,22530,22172.0,8903.0,0.0659422437566038,0.0,1.7111214892490825,40.15
2019-05-22,49114.0,22565,22131.0,8609.0,0.05865398891019032,0.0,1.5134740476930708,38.9
2019-05-23,50585.0,22562,22120.0,7983.0,0.058221389821751325,0.0,1.3359305454116177,36.09
2019-05-24,55737.0,22557,22197.0,7134.0,0.03471511594230883,0.0,0.7644784104551009,32.14
2019-05-25,54337.0,22536,22224.0,7179.0,0.060700143988481045,0.0,0.8511651463505733,32.3
2019-05-26,49726.0,22477,22254.0,6573.0,0.025658308618675255,0.0,0.19028585054692354,29.54
2019-05-27,49955.0,22527,22265.0,7070.0,0.009181611112893392,0.0,0.26739265186142847,31.75
2019-05-28,48038.0,22571,22242.0,7364.0,0.042779426310583527,0.0,0.7238381178083303,33.11
2019-05-29,66185.0,22607,22239.0,6399.0,0.023796676366485994,0.0,0.1643572514331645,28.77
2019-05-30,45733.0,22612,22238.0,5844.0,0.005013940102527244,0.0,-0.07204588546180402,26.28
2019-05-31,67371.0,22644,22289.0,5932.0,-0.005012081552078864,0.0,-0.18346751477964138,26.61
2019-06-01,60371.0,22620,22328.0,5723.0,-0.05487024619951872,0.0,-0.871554493083104,25.63
2019-06-02,55958.0,22593,22361.0,5858.0,-0.04917043066052494,0.0,-0.9236202182456109,26.2
2019-06-03,50760.0,22685,22354.0,5036.0,-0.06272766778716454,0.0,-1.6692573216651265,22.53
2019-06-04,50282.0,22734,22387.0,4323.0,-0.12347727316235872,0.0,-2.6010627647348845,19.31
2019-06-05,51525.0,22757,22403.0,3985.0,-0.14666403096524097,0.0,-2.838066915864994,17.79
2019-06-06,50375.0,22760,22409.0,3698.0,-0.13689015255350295,0.0,-2.599456666265514,16.5
2019-06-07,47315.0,22748,22505.0,4862.0,-0.07312343288792918,0.0,-1.3126997205317137,21.6
2019-06-08,44696.0,22750,22558.0,4470.0,-0.08150101959393503,0.0,-1.542052177304339,19.82
2019-06-09,28673.0,22737,22583.0,4870.0,-0.05973836197898528,0.0,-1.1074966648136282,21.56
2019-06-10,38172.0,22787,22597.0,6132.0,-0.014012605971715556,0.0,-0.20147570141711837,27.14
